Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Age at enrollment,Scholarship holder,Gender,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Debtor,Daytime/evening attendance,Previous qualification,Target
10,16,6,11.833333333333334,7,8,2,13.0,22,0,0,1,1,4,2,1,0,0,1,1,1,Dropout
6,8,6,11.166666666666666,6,10,5,10.6,20,1,0,22,28,10,8,0,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,34,0,0,22,27,13,13,0,0,1,0,0,1,Dropout
12,17,8,11.75,12,19,6,12.166666666666666,30,0,0,22,28,10,10,0,0,0,1,1,1,Dropout
6,7,6,14.0,6,7,6,14.0,18,0,0,1,1,5,5,0,0,1,0,1,1,Graduate
6,6,6,12.833333333333334,6,6,6,12.0,18,0,0,23,14,10,6,0,0,1,0,1,1,Graduate
6,11,4,12.25,6,10,3,11.666666666666666,18,0,0,3,1,2,4,1,0,1,0,1,1,Graduate
8,8,7,14.828571428571427,8,8,7,14.828571428571427,18,0,0,4,1,3,4,1,0,1,0,1,1,Graduate
6,7,5,11.4,6,8,5,12.8,19,1,0,23,28,10,10,1,0,1,0,1,1,Graduate
6,6,6,13.0,6,8,6,12.5,19,1,0,22,27,10,10,1,0,1,0,1,1,Graduate
8,8,7,13.671428571428573,8,8,7,13.671428571428573,18,1,0,1,1,10,10,0,0,1,0,1,1,Graduate
6,9,6,12.666666666666666,6,8,6,12.8,21,1,0,22,28,5,9,0,0,1,0,1,14,Graduate
5,10,2,10.0,5,12,1,13.0,20,0,0,1,14,10,10,1,0,0,0,1,1,Dropout
5,10,5,13.5,5,8,5,12.333333333333334,20,0,0,10,14,5,9,1,0,1,0,1,1,Graduate
7,8,7,12.67,8,8,8,13.55,19,0,0,5,1,3,6,0,0,1,0,1,1,Graduate
6,8,6,14.5,6,8,6,15.428571428571429,20,0,0,1,28,5,6,1,0,1,0,1,1,Graduate
7,7,7,13.685714285714283,8,8,8,15.3875,18,0,0,10,1,5,11,1,0,1,0,1,1,Graduate
6,8,5,11.0,6,10,3,10.666666666666666,20,0,0,22,28,4,4,0,0,1,0,1,1,Dropout
9,16,7,11.555555555555555,7,12,5,13.2,29,0,0,5,4,3,1,0,0,0,1,1,3,Dropout
7,7,7,13.79714285714286,8,8,8,13.775,18,1,0,13,14,6,7,0,0,1,0,1,1,Enrolled
5,8,4,12.0,5,8,4,11.4,22,1,0,23,27,10,10,1,0,1,0,1,1,Graduate
6,9,5,14.166666666666666,6,7,6,14.166666666666666,47,1,0,24,14,5,11,1,0,1,0,0,1,Graduate
5,5,5,14.0,5,5,5,13.8,31,0,0,22,27,9,5,0,0,1,0,0,1,Graduate
6,7,5,13.8,6,6,6,12.833333333333334,21,1,0,13,27,8,6,0,0,1,0,1,1,Graduate
6,8,5,12.8,6,10,6,11.857142857142858,21,0,0,23,28,1,1,0,0,1,0,0,1,Graduate
6,6,6,12.166666666666666,6,6,6,13.833333333333334,24,0,0,1,1,5,5,0,0,1,0,1,9,Graduate
6,8,6,12.5,6,6,6,12.333333333333334,18,0,0,4,27,3,10,0,0,1,0,1,1,Enrolled
6,9,6,12.0,6,12,4,11.5,32,0,0,1,27,12,3,0,0,1,0,0,1,Graduate
6,8,6,10.833333333333334,6,9,6,11.5,19,1,0,3,1,4,5,1,0,1,0,0,1,Graduate
8,8,8,13.385,8,8,8,13.385,24,0,0,3,3,2,2,1,0,1,0,1,1,Graduate
6,8,6,15.666666666666666,6,9,6,0.0,19,0,0,13,14,5,11,1,0,1,0,1,1,Graduate
6,9,6,14.333333333333334,6,7,6,13.833333333333334,19,1,0,13,27,7,7,0,0,1,1,1,14,Graduate
6,10,6,11.428571428571429,6,12,5,13.0,24,0,0,22,27,10,5,0,0,1,0,1,14,Enrolled
6,9,6,11.666666666666666,6,8,6,11.666666666666666,18,1,0,13,14,29,29,1,0,1,0,1,1,Graduate
6,9,5,12.0,6,10,2,11.333333333333334,19,1,0,23,27,4,7,1,0,1,0,1,1,Dropout
8,8,7,14.725714285714288,8,8,7,14.725714285714288,19,1,0,3,28,3,5,0,0,1,0,1,1,Graduate
6,8,6,0.0,6,8,6,13.666666666666666,18,1,0,13,28,10,9,1,0,1,0,1,1,Graduate
6,10,6,11.571428571428571,6,8,6,12.333333333333334,18,0,0,1,1,4,10,1,0,1,0,1,1,Graduate
8,10,8,12.86,8,10,8,12.86,18,0,0,13,28,6,8,0,0,1,0,1,1,Graduate
6,10,6,12.25,6,9,6,13.714285714285714,18,0,0,23,28,10,8,1,0,1,0,1,1,Graduate
5,7,4,12.0,5,5,5,12.2,21,1,0,23,27,10,10,1,0,1,0,1,1,Graduate
7,9,7,15.116666666666667,8,9,8,16.168888888888887,18,1,0,13,14,5,10,0,0,1,0,1,1,Graduate
5,6,2,12.5,5,6,4,10.25,18,0,0,13,14,6,6,0,0,0,1,1,1,Dropout
6,11,0,0.0,6,0,0,0.0,19,0,0,1,9,5,4,1,0,1,0,1,1,Dropout
6,8,6,11.0,6,9,4,11.0,18,0,0,1,14,5,11,1,0,1,0,1,1,Enrolled
6,8,6,11.875,6,11,4,14.6,18,0,0,1,14,6,6,1,0,1,0,1,1,Graduate
5,6,1,11.0,5,5,0,0.0,34,0,0,3,1,12,12,1,0,1,0,1,3,Dropout
5,5,5,15.2,5,6,6,13.2,18,0,0,9,9,10,12,0,0,1,0,1,1,Graduate
6,7,5,11.6,6,12,6,0.0,19,0,0,22,27,8,9,1,0,0,1,1,14,Dropout
6,6,6,14.833333333333334,6,7,6,15.142857142857142,26,0,0,3,14,3,2,0,0,1,1,1,1,Graduate
6,12,3,11.333333333333334,6,10,3,11.333333333333334,21,0,0,19,24,1,1,1,0,1,0,1,1,Dropout
5,5,5,11.2,5,5,5,11.8,18,1,0,13,14,5,9,0,0,1,0,1,1,Graduate
6,8,5,13.4,6,9,5,13.666666666666666,20,1,0,23,28,6,8,1,0,1,0,1,1,Graduate
5,12,2,10.5,5,5,0,0.0,25,0,0,1,1,5,5,0,0,1,0,1,1,Dropout
7,7,7,14.542857142857144,8,11,8,14.88181818181818,18,1,0,13,14,4,7,1,0,1,0,1,1,Graduate
7,7,7,13.694285714285714,8,9,8,14.355555555555554,19,0,0,26,14,4,6,0,0,1,0,1,1,Graduate
7,11,6,11.757142857142856,8,12,6,13.083333333333334,20,0,0,23,28,8,8,0,0,1,0,1,1,Enrolled
3,3,0,0.0,6,0,0,0.0,26,0,0,13,14,10,6,0,0,0,1,1,15,Dropout
8,8,7,13.058571428571428,8,8,7,13.058571428571428,19,1,0,22,27,8,10,1,0,1,0,1,1,Graduate
7,7,7,14.3,8,9,8,14.055555555555555,19,0,0,1,1,6,2,0,0,1,0,1,1,Graduate
10,15,5,11.8,10,14,8,12.0,19,0,0,22,27,10,10,0,0,1,0,1,1,Graduate
5,9,3,10.333333333333334,5,8,3,13.0,19,0,0,1,14,8,6,1,0,1,0,1,1,Enrolled
6,7,6,10.571428571428571,6,11,3,11.666666666666666,18,0,0,13,14,6,9,1,0,1,0,1,1,Graduate
7,7,6,13.333333333333334,7,7,6,13.333333333333334,19,0,0,1,27,10,10,1,0,1,0,1,6,Graduate
6,10,6,11.857142857142858,6,9,5,11.0,18,0,0,1,1,10,7,0,0,1,1,1,1,Graduate
6,9,5,12.6,6,8,5,11.4,18,0,0,2,14,5,5,1,0,1,0,1,1,Enrolled
5,11,5,14.0,5,7,5,11.6,18,0,0,13,28,10,6,1,0,1,0,1,1,Enrolled
7,12,5,12.0,7,9,6,12.666666666666666,18,0,0,1,28,10,7,1,0,1,0,1,1,Enrolled
5,6,0,0.0,5,5,0,0.0,26,0,0,13,27,5,8,0,0,1,1,1,14,Dropout
6,7,6,12.0,6,7,6,13.0,20,0,0,23,28,8,8,1,0,1,0,1,1,Graduate
6,6,6,12.666666666666666,6,6,6,11.666666666666666,19,0,0,22,28,10,11,0,0,1,0,0,1,Graduate
6,6,6,12.166666666666666,6,9,6,13.666666666666666,18,1,0,19,27,5,10,1,0,1,0,1,1,Graduate
6,6,6,13.333333333333334,6,6,6,14.666666666666666,19,0,0,23,27,8,8,0,0,1,0,1,14,Graduate
7,8,7,15.0,7,7,7,14.571428571428571,40,0,0,26,3,3,2,0,0,1,1,1,15,Graduate
8,8,8,13.39125,8,8,8,13.39125,18,1,0,23,28,8,8,1,0,1,0,1,1,Graduate
6,9,5,12.166666666666666,6,8,6,12.428571428571429,19,0,0,3,1,10,11,0,0,1,0,1,1,Graduate
5,9,4,11.25,5,6,4,12.5,18,0,0,2,7,4,6,0,0,1,0,1,1,Graduate
5,13,4,12.0,5,8,3,12.0,19,0,0,1,2,4,2,1,0,1,0,1,1,Enrolled
0,0,0,0.0,0,0,0,0.0,18,0,0,3,3,3,3,1,0,1,0,1,1,Dropout
6,7,6,12.833333333333334,6,8,6,12.857142857142858,33,0,0,22,27,10,10,1,0,1,0,0,1,Graduate
6,10,6,14.0,6,11,6,13.1,35,0,0,3,3,2,3,0,0,1,0,1,3,Graduate
5,5,4,13.0,5,7,2,12.0,26,0,0,22,28,10,2,1,0,1,0,1,1,Enrolled
6,7,6,13.5,6,8,6,12.5,18,0,0,13,14,8,6,1,0,1,0,1,1,Graduate
16,24,13,10.692307692307692,13,19,9,12.307692307692308,36,0,0,22,27,10,10,0,0,1,0,1,1,Enrolled
5,6,5,11.0,5,9,5,11.666666666666666,39,0,0,22,27,7,7,0,0,1,0,0,1,Graduate
6,8,6,13.0,6,6,6,13.833333333333334,44,0,0,22,27,10,10,0,0,1,0,1,1,Graduate
6,10,5,12.0,6,9,4,11.25,20,0,0,3,1,4,10,0,0,1,0,0,1,Enrolled
6,9,4,12.6,6,6,4,11.5,24,0,0,13,14,10,10,1,0,1,0,1,1,Dropout
6,6,6,13.666666666666666,6,6,6,13.333333333333334,20,1,0,13,14,10,9,0,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,19,0,0,1,1,10,6,1,0,0,0,1,1,Dropout
7,7,6,14.2,7,7,6,14.2,18,1,0,22,28,10,8,0,0,1,1,1,1,Graduate
6,10,5,11.0,6,12,0,0.0,22,0,0,13,14,5,7,0,0,0,1,1,1,Dropout
6,7,6,15.0,6,7,6,16.428571428571427,18,0,0,13,1,5,6,1,0,1,0,1,1,Graduate
7,9,6,12.585714285714284,8,9,7,13.44285714285714,24,0,0,23,27,10,10,0,0,1,0,1,12,Graduate
5,0,0,0.0,5,0,0,0.0,33,0,0,22,27,12,9,0,0,1,0,0,1,Dropout
6,6,0,0.0,6,6,0,0.0,30,1,0,22,27,4,9,0,0,1,1,1,1,Enrolled
6,0,0,0.0,6,0,0,0.0,26,0,0,3,29,3,4,0,0,1,0,1,17,Dropout
6,7,6,11.666666666666666,6,10,6,11.833333333333334,18,0,0,13,28,5,2,1,0,1,0,1,1,Graduate
6,13,3,12.666666666666666,6,12,2,10.0,19,0,0,22,28,10,8,0,0,1,1,1,1,Dropout
5,10,3,10.333333333333334,5,9,4,11.0,20,0,0,13,28,10,11,1,0,1,0,1,1,Enrolled
11,18,8,13.5,9,16,7,13.714285714285714,22,1,0,13,27,10,9,1,0,1,0,1,16,Graduate
7,8,5,13.98,7,8,5,13.98,19,0,0,1,1,10,2,1,0,1,0,1,1,Enrolled
6,13,6,16.153846153846153,6,10,6,15.75,21,1,0,22,28,8,6,1,0,1,0,1,1,Graduate
7,7,6,0.0,6,7,6,0.0,21,1,0,1,28,5,9,1,0,1,0,1,1,Graduate
5,8,1,11.0,5,6,5,11.2,19,0,0,13,27,3,8,0,0,1,0,1,1,Enrolled
7,8,7,13.857142857142858,7,8,6,13.666666666666666,19,1,0,23,27,29,46,1,0,1,0,1,1,Graduate
8,8,7,13.414285714285716,8,8,7,13.414285714285716,18,0,0,13,14,10,6,1,0,1,0,1,1,Dropout
11,11,11,13.545454545454543,7,7,7,13.571428571428571,50,0,0,22,29,10,5,0,0,1,0,0,1,Graduate
5,11,4,0.0,6,10,4,10.833333333333334,31,0,0,23,27,10,10,0,0,1,0,0,1,Enrolled
6,6,6,13.833333333333334,6,7,6,14.428571428571429,19,1,0,1,14,5,8,0,0,1,0,1,1,Graduate
5,8,5,12.0,5,9,5,12.857142857142858,35,0,0,1,27,20,43,0,0,1,0,0,1,Graduate
6,0,0,0.0,6,0,0,0.0,31,0,0,23,28,5,8,0,0,1,0,1,12,Dropout
11,14,10,11.9,11,14,10,12.8,42,0,0,22,27,10,10,0,0,1,1,0,12,Enrolled
7,7,7,15.135714285714286,8,8,8,15.287499999999998,18,1,0,1,1,5,5,1,0,1,0,1,1,Graduate
7,7,7,12.285714285714286,7,8,6,13.333333333333334,18,1,0,3,3,4,4,1,0,0,0,1,1,Enrolled
6,16,5,12.666666666666666,6,15,2,13.5,21,0,0,22,28,6,7,1,0,1,0,1,14,Enrolled
7,13,5,12.74,8,12,6,10.978571428571428,26,1,0,23,14,6,8,0,0,1,0,1,12,Dropout
7,8,6,13.25,8,8,8,13.75,20,0,0,13,27,9,9,0,0,1,0,1,1,Enrolled
6,13,3,10.333333333333334,6,12,3,10.333333333333334,19,0,0,23,28,6,8,0,0,1,0,1,1,Enrolled
6,7,6,13.428571428571429,6,6,6,13.166666666666666,19,1,0,13,14,6,6,0,0,1,0,1,1,Graduate
11,19,9,12.555555555555555,9,14,8,11.11111111111111,20,0,0,3,4,3,2,0,0,1,0,1,16,Graduate
6,8,6,11.5,6,7,6,11.166666666666666,19,0,0,19,24,1,1,0,0,1,0,1,1,Graduate
6,6,6,13.666666666666666,6,9,6,12.333333333333334,18,0,0,22,27,10,10,0,0,1,0,1,1,Graduate
14,16,6,0.0,11,16,10,0.0,28,0,0,22,27,10,10,0,0,1,0,1,1,Graduate
6,10,5,13.166666666666666,6,8,5,12.4,22,0,0,1,14,5,6,1,0,1,0,1,1,Enrolled
6,6,6,14.666666666666666,6,6,6,14.166666666666666,21,1,0,22,27,8,8,0,0,1,0,0,14,Graduate
6,11,4,12.75,6,19,1,11.0,21,0,0,4,28,5,6,1,0,1,0,1,14,Enrolled
7,11,5,11.2,8,13,5,12.14,26,0,0,1,14,6,4,0,1,1,0,1,1,Enrolled
6,8,5,13.0,6,8,5,11.4,18,0,0,18,27,8,8,1,0,0,1,1,1,Dropout
5,8,2,10.5,5,8,2,12.333333333333334,20,0,0,1,1,10,11,0,0,0,0,1,1,Dropout
6,7,6,14.857142857142858,6,7,6,14.0,18,0,0,1,14,5,4,0,0,1,0,1,1,Graduate
8,11,7,12.86,8,11,7,12.86,19,1,0,1,1,5,10,1,0,1,0,1,1,Graduate
11,12,11,11.727272727272728,11,14,11,12.0,20,0,0,3,14,4,11,1,0,1,0,1,1,Graduate
6,11,6,13.142857142857142,6,10,3,12.0,22,1,0,23,27,5,7,1,0,1,0,1,14,Graduate
6,6,5,11.8,6,9,4,13.714285714285714,18,0,0,22,14,6,9,1,0,1,1,1,1,Dropout
5,10,3,10.666666666666666,5,9,0,0.0,19,0,0,23,27,7,5,1,0,1,0,1,1,Dropout
6,9,5,11.6,6,8,4,11.2,18,1,0,1,3,4,4,0,0,1,0,1,1,Enrolled
6,13,3,10.333333333333334,6,12,3,10.333333333333334,20,0,0,22,27,8,8,1,0,1,0,1,1,Enrolled
6,11,4,12.25,6,11,3,11.0,19,0,0,23,27,10,10,1,1,1,0,1,1,Enrolled
6,6,6,12.0,6,7,4,12.75,19,0,0,13,28,10,10,0,0,1,0,1,1,Enrolled
8,8,7,14.731428571428571,8,8,7,14.731428571428571,19,0,0,22,27,6,6,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,18,0,0,1,14,4,10,1,0,1,0,1,1,Graduate
13,14,13,13.615384615384617,12,12,12,14.25,21,0,0,1,14,4,10,1,0,1,0,1,15,Graduate
5,5,5,15.8,5,5,5,14.8,27,0,0,1,14,10,10,0,0,1,0,0,15,Graduate
6,6,6,14.666666666666666,6,7,6,14.571428571428571,19,0,0,1,14,5,5,0,0,1,0,1,1,Graduate
5,5,0,0.0,5,5,0,0.0,25,0,0,19,24,1,1,0,0,1,0,1,1,Dropout
8,8,6,14.654285714285717,8,8,7,14.654285714285717,18,0,0,13,14,8,8,1,0,1,0,1,1,Graduate
8,8,7,12.401428571428571,8,8,7,12.401428571428571,24,0,0,13,1,5,9,0,0,1,0,1,3,Graduate
7,8,7,11.5875,8,9,7,14.071428571428571,20,0,0,1,1,5,11,1,0,1,0,1,1,Graduate
5,5,5,14.0,5,5,5,15.6,26,0,0,22,27,7,7,0,0,1,0,0,15,Graduate
6,9,6,12.333333333333334,6,6,6,11.833333333333334,20,0,0,1,28,10,10,1,0,1,0,1,1,Graduate
5,8,5,14.0,5,6,6,15.4,18,0,0,1,27,12,12,0,0,1,0,1,1,Graduate
6,13,6,15.23076923076923,6,10,6,12.375,19,0,0,1,1,10,10,1,0,1,0,1,1,Graduate
6,9,5,11.6,6,9,3,11.0,23,0,0,13,14,10,10,1,0,1,0,1,1,Dropout
7,7,6,11.6,7,7,6,11.6,18,1,0,22,27,10,10,1,0,1,0,1,1,Graduate
7,0,0,0.0,8,0,0,0.0,18,0,0,1,14,5,6,0,0,1,0,1,1,Dropout
7,7,7,12.901428571428571,8,9,8,13.094444444444443,19,1,0,2,1,3,9,0,0,1,0,1,1,Graduate
7,9,7,14.142857142857142,5,5,5,14.8,30,0,0,1,2,5,4,0,0,1,0,0,1,Graduate
6,0,0,0.0,6,0,0,0.0,29,0,0,1,2,5,7,1,0,1,0,1,14,Dropout
8,8,8,13.25375,8,8,8,13.25375,19,0,0,3,1,4,4,1,0,1,0,1,1,Graduate
7,7,7,13.785714285714286,8,8,8,14.1,20,0,0,13,2,6,4,1,0,1,0,1,1,Graduate
7,7,6,13.916666666666666,7,7,6,13.916666666666666,20,0,0,22,27,10,4,0,0,1,0,1,1,Graduate
6,8,6,13.5,6,9,6,13.571428571428571,19,0,0,23,28,4,8,1,0,1,0,1,1,Graduate
5,8,3,11.333333333333334,5,12,2,10.666666666666666,20,0,0,23,2,10,3,1,0,1,0,1,1,Enrolled
5,8,0,0.0,5,12,0,0.0,21,0,0,13,1,5,5,1,0,1,0,1,1,Dropout
8,8,7,12.082857142857142,8,8,7,12.082857142857142,18,1,0,22,28,10,10,1,0,1,0,1,1,Graduate
6,8,6,11.833333333333334,6,10,5,12.8,27,1,0,22,27,8,9,0,0,1,0,0,1,Graduate
6,8,5,0.0,5,5,6,12.4,19,1,0,23,27,7,9,1,0,1,0,1,1,Graduate
7,7,0,0.0,7,7,0,0.0,19,1,0,1,1,12,4,0,0,1,0,1,1,Dropout
6,7,5,14.2,6,7,6,14.571428571428571,19,0,0,1,14,5,9,1,0,1,0,1,1,Graduate
8,8,7,13.814285714285717,8,8,7,13.814285714285717,18,1,0,13,14,6,6,1,0,1,0,1,1,Graduate
6,10,4,11.25,6,6,6,10.5,20,1,0,13,14,6,6,0,0,1,0,1,1,Enrolled
6,6,6,14.5,6,8,6,13.666666666666666,18,1,0,13,27,5,6,0,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,18,0,0,1,1,3,10,1,0,1,0,1,1,Dropout
7,7,6,11.3,7,7,6,11.3,36,0,0,22,27,10,10,1,0,1,0,1,12,Graduate
2,2,0,0.0,4,4,1,16.0,18,0,0,3,4,4,3,0,0,1,0,1,1,Enrolled
5,11,1,12.0,5,9,3,12.0,18,0,0,13,28,5,6,1,0,1,1,1,1,Enrolled
8,9,7,12.3,8,9,7,12.3,19,0,0,13,28,10,4,1,0,1,0,1,1,Graduate
8,8,7,12.694285714285714,8,8,7,12.694285714285714,18,1,0,13,27,8,9,1,0,1,0,1,1,Graduate
5,5,4,11.0,5,5,4,11.0,18,0,0,13,14,2,2,0,0,1,0,1,1,Graduate
6,6,6,13.0,6,6,6,14.166666666666666,19,1,0,22,14,10,4,1,0,1,0,1,1,Graduate
7,8,7,14.4125,8,8,8,16.05,19,1,0,3,1,3,2,0,0,1,0,1,1,Graduate
7,8,7,12.92875,8,8,8,14.0625,18,0,0,1,14,8,8,1,0,1,0,1,1,Dropout
6,6,6,13.333333333333334,6,10,5,12.8,20,0,0,1,14,10,8,1,0,1,0,1,1,Graduate
6,8,5,12.8,6,9,5,12.8,20,1,0,13,28,4,11,1,0,1,0,1,1,Enrolled
8,8,7,14.402857142857142,8,8,7,14.402857142857142,20,0,0,23,27,6,6,1,0,1,0,1,1,Graduate
8,8,7,13.381428571428572,8,8,7,13.381428571428572,18,1,0,22,27,10,9,1,0,1,0,1,1,Graduate
7,8,7,14.13125,8,8,8,13.98375,18,0,0,13,14,8,6,1,0,1,0,1,1,Graduate
5,11,5,11.714285714285714,5,6,5,12.6,19,0,0,13,27,5,8,0,0,1,0,1,1,Graduate
5,5,5,11.8,5,8,4,11.25,19,0,0,13,28,10,8,1,0,1,0,1,1,Enrolled
6,9,6,11.166666666666666,6,15,2,11.0,44,0,0,19,24,13,13,0,0,1,0,0,1,Graduate
6,7,0,0.0,6,6,0,0.0,32,0,0,23,27,6,7,0,0,1,0,1,3,Dropout
12,14,12,13.846153846153848,12,18,11,14.090909090909092,36,0,0,1,14,5,10,1,0,1,0,1,1,Graduate
6,7,6,12.5,6,8,6,13.333333333333334,18,1,0,22,27,6,8,0,0,1,0,1,1,Graduate
5,5,5,16.4,5,5,5,14.6,20,0,0,3,3,4,3,1,0,1,0,1,1,Graduate
6,8,5,10.6,6,11,4,10.5,19,0,0,3,1,3,4,0,0,1,0,1,1,Graduate
5,8,5,10.2,6,6,5,12.2,24,0,0,1,1,4,10,1,0,1,1,1,1,Graduate
6,11,5,10.6,6,11,4,10.4,20,0,0,1,1,5,10,0,0,1,0,1,1,Enrolled
10,10,9,11.444444444444445,11,11,5,10.8,27,0,0,3,3,3,4,0,0,1,0,0,1,Dropout
6,9,5,14.333333333333334,8,8,8,12.625,20,0,0,1,28,6,11,1,0,1,0,1,1,Enrolled
16,18,16,13.0,13,15,13,13.266666666666667,23,1,0,19,24,1,1,0,0,1,0,1,1,Graduate
8,9,8,0.0,8,9,8,13.31,18,0,0,13,27,5,9,1,0,1,0,1,1,Graduate
6,10,5,10.571428571428571,6,9,5,12.2,18,1,0,22,27,5,10,1,0,1,0,1,1,Graduate
8,8,7,13.487142857142857,8,8,7,13.487142857142857,20,1,0,1,27,10,10,1,0,1,0,1,1,Graduate
6,8,6,0.0,6,7,6,0.0,20,1,0,1,28,10,8,0,0,1,0,1,1,Graduate
6,11,6,11.875,6,9,5,12.833333333333334,23,0,0,23,14,8,11,0,0,1,0,1,1,Dropout
7,7,6,13.966666666666669,7,7,6,13.966666666666669,20,0,0,13,14,10,10,1,0,1,0,1,1,Graduate
5,10,0,0.0,5,10,0,0.0,28,0,0,19,24,1,1,1,0,0,0,1,7,Dropout
5,8,4,11.5,5,5,5,12.8,21,0,0,1,14,4,6,1,0,1,0,1,1,Graduate
2,2,2,12.5,7,0,0,0.0,21,0,0,13,14,10,10,1,0,1,0,1,1,Dropout
7,0,0,0.0,8,0,0,0.0,28,0,0,19,24,1,1,0,0,1,0,1,3,Dropout
6,10,6,11.98,8,11,7,13.225,18,0,0,3,27,4,10,0,1,1,0,1,1,Graduate
6,8,5,13.2,6,7,5,11.8,21,1,0,23,14,29,39,1,0,1,0,1,1,Enrolled
7,10,6,11.614285714285714,8,8,8,14.0375,19,0,0,1,1,5,5,0,0,1,0,1,1,Graduate
8,8,7,14.314285714285717,8,8,7,14.314285714285717,18,1,0,1,14,2,2,1,0,1,0,1,1,Graduate
7,0,0,0.0,8,0,0,0.0,19,0,0,3,1,3,6,0,0,1,0,1,1,Dropout
6,9,6,12.666666666666666,6,12,2,13.0,20,0,0,23,28,10,8,0,0,1,0,1,14,Enrolled
7,9,6,12.766666666666666,8,10,7,12.128571428571428,20,1,0,1,14,10,6,1,0,1,0,1,1,Graduate
6,7,6,12.666666666666666,6,7,5,12.2,18,1,0,1,27,8,10,0,0,1,0,1,1,Graduate
6,7,6,11.5,6,10,4,10.571428571428571,18,0,0,23,14,5,4,1,0,1,0,1,1,Dropout
6,13,5,11.4,6,14,4,11.75,31,0,0,1,14,6,5,0,0,1,0,1,1,Dropout
7,8,7,14.70625,8,8,8,14.4775,19,1,0,22,27,10,8,1,0,1,0,1,1,Graduate
7,9,6,11.814285714285717,8,8,7,13.542857142857144,19,1,0,23,28,6,6,1,0,1,0,1,1,Graduate
6,8,6,13.0,6,8,6,11.875,23,0,0,13,1,4,9,0,0,1,0,1,1,Graduate
6,7,6,14.857142857142858,6,6,6,13.333333333333334,19,0,0,22,27,6,6,0,0,1,0,1,1,Graduate
7,7,6,12.6,7,7,6,12.6,20,0,0,1,3,4,3,1,0,1,0,1,1,Graduate
6,9,5,13.333333333333334,6,17,4,11.4,22,0,0,22,27,10,5,1,0,1,1,1,1,Enrolled
7,10,6,10.666666666666666,7,12,6,12.833333333333334,18,0,0,3,1,3,6,1,1,1,0,1,1,Enrolled
5,6,2,11.5,5,5,1,11.0,27,0,0,13,27,12,6,0,0,0,1,1,3,Dropout
7,9,1,10.0,7,0,0,0.0,29,0,0,22,28,10,10,0,0,1,0,1,12,Dropout
6,10,5,11.8,6,10,5,0.0,18,0,0,1,27,10,10,1,0,1,0,1,1,Graduate
6,7,5,11.8,6,6,6,12.666666666666666,18,0,0,13,28,10,8,0,0,1,0,1,1,Graduate
8,8,8,12.77125,8,8,8,12.77125,18,0,0,23,28,8,8,0,0,1,0,1,1,Graduate
5,13,3,11.333333333333334,5,8,5,12.6,20,0,0,22,28,10,10,1,0,1,0,1,1,Enrolled
6,6,6,12.666666666666666,6,7,5,14.6,18,0,0,23,28,10,10,1,0,1,0,1,1,Graduate
6,10,5,12.2,6,11,4,10.833333333333334,18,0,0,1,1,5,5,0,0,0,0,1,1,Enrolled
5,9,1,12.0,4,10,0,0.0,28,0,0,3,3,2,2,0,0,0,0,1,3,Dropout
8,12,7,11.721428571428572,8,12,7,11.721428571428572,18,1,0,22,1,8,8,1,0,1,0,1,1,Graduate
7,8,4,14.0,7,14,3,12.525,18,0,0,1,28,23,34,0,0,1,0,1,12,Enrolled
7,9,7,14.75,7,12,5,13.8,26,0,0,3,1,3,5,0,0,1,0,1,1,Enrolled
6,6,6,12.666666666666666,6,6,6,13.666666666666666,18,0,0,13,1,10,4,1,0,1,0,1,1,Graduate
5,12,4,13.0,5,6,5,14.0,18,0,0,5,5,3,3,0,0,1,0,1,1,Dropout
5,6,0,0.0,5,5,0,0.0,21,0,0,1,14,5,7,0,1,1,0,1,1,Dropout
6,8,4,10.75,6,9,0,0.0,18,0,0,4,1,3,4,1,0,1,0,1,1,Enrolled
5,5,0,0.0,5,10,0,0.0,32,0,0,19,24,13,13,0,0,0,0,0,1,Dropout
5,6,4,12.5,5,7,4,11.75,28,0,0,19,24,1,1,0,0,1,0,1,1,Graduate
4,4,0,0.0,5,0,0,0.0,40,0,0,22,14,10,3,0,0,0,0,0,1,Dropout
5,5,0,0.0,4,4,0,0.0,39,0,0,22,27,10,11,0,0,0,1,0,1,Dropout
6,0,0,0.0,6,0,0,0.0,39,0,0,22,27,10,11,0,0,0,1,1,1,Dropout
6,7,6,12.5,6,15,5,12.4,50,0,0,22,14,10,5,0,0,1,0,1,1,Graduate
6,10,5,12.8,6,9,3,11.666666666666666,23,0,0,1,1,10,5,1,0,1,0,1,1,Dropout
6,11,1,10.0,6,11,1,11.0,48,0,0,19,24,1,1,0,0,1,0,0,12,Dropout
6,11,4,11.25,6,10,5,10.2,23,0,0,22,27,10,10,1,0,1,0,1,1,Dropout
